title,url,discounted_price,original_price
Oxford Men Shoulder Bag Casual Messenger Bag Fashion Cross Body Bag,https://www.cigabuy.com/oxford-men-shoulder-bag-casual-messenger-bag-fashion-cross-body-bag-p-20516.html,$7.14,$12.85 
SKMEI Military Kids Sport Watch 50M Waterproof Wristwatch Stop Digital Watch,https://www.cigabuy.com/skmei-military-kids-sport-watch-50m-waterproof-wristwatch-stop-digital-watch-p-20520.html,$7.78,$14.48 
2 x Authentic VOOPOO ARGUS AIR Pod Cartridge 3.8ml,https://www.cigabuy.com/2-x-authentic-voopoo-argus-air-pod-cartridge-38ml-p-19293.html,$2.39,$4.32 
Authentic Geekvape Mero AIO Kit - Silver,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-silver-p-20202.html,$17.08,$25.77 
Xiaomi Door Window Sensor 2 Bluetooth 5.1 Light Detection Opening/Closing Record,https://www.cigabuy.com/xiaomi-door-window-sensor-2-bluetooth-51-light-detection-openingclosing-record-p-20521.html,$9.27,$16.68 
Authentic Smok Nord X 60W Pod System Kit  - Fluid Blue,https://www.cigabuy.com/authentic-smok-nord-x-60w-pod-system-kit-fluid-blue-p-19926.html,$20.75,$32.07 
5 x Authentic Lost vape Ultra Boost M4 Coil 0.2ohm,https://www.cigabuy.com/5-x-authentic-lost-vape-ultra-boost-m4-coil-02ohm-p-20010.html,$13.00,$16.24 
Y113 TWS Earbuds Wireless Headphones Pro Bluetooth Sport Headset,https://www.cigabuy.com/y113-tws-earbuds-wireless-headphones-pro-bluetooth-sport-headset-p-19604.html,$6.71,$19.17 
Authentic Smok Nord X 60W Pod System Kit  - Fluid 7-Color,https://www.cigabuy.com/authentic-smok-nord-x-60w-pod-system-kit-fluid-7-color-p-19927.html,$20.75,$32.07 
Authentic Geekvape TALO X 24mm BF RDA - Blue,https://www.cigabuy.com/authentic-geekvape-talo-x-24mm-bf-rda-blue-p-20207.html,$16.56,$25.86 
Authentic Freemax Maxus 200W  Kit - Yellow - Black,https://www.cigabuy.com/authentic-freemax-maxus-200w-kit-yellow-black-p-19160.html,$42.29,$81.23 
Authentic Lost vape Thelema 80W Pod Kit 4ml - SS / Grain Leather,https://www.cigabuy.com/authentic-lost-vape-thelema-80w-pod-kit-4ml-ss-grain-leather-p-20006.html,$30.33,$54.16 
Authentic Oumier Wasp Nano S Dual-Coil BF RDA 25mm - Gold,https://www.cigabuy.com/authentic-oumier-wasp-nano-s-dual-coil-bf-rda-25mm-gold-p-20098.html,$17.20,$20.83 
Authentic Geekvape Aegis Hero Replacement Pod Cartridge,https://www.cigabuy.com/authentic-geekvape-aegis-hero-replacement-pod-cartridge-p-20003.html,$9.75,$12.99 
1 x Authentic Rincoe Manto Max RBA Coil,https://www.cigabuy.com/1-x-authentic-rincoe-manto-max-rba-coil-p-19882.html,$3.19,$5.42 
Authentic OFRF NEXMINI Pod Kit - Black,https://www.cigabuy.com/authentic-ofrf-nexmini-pod-kit-black-p-20301.html,$18.30,$33.50 
Authentic OFRF NEXMINI Pod Kit - Black Blue,https://www.cigabuy.com/authentic-ofrf-nexmini-pod-kit-black-blue-p-20303.html,$18.30,$33.50 
Authentic Vandyvape Requiem RDA - Frosted Grey,https://www.cigabuy.com/authentic-vandyvape-requiem-rda-frosted-grey-p-20052.html,$22.75,$35.73 
Authentic Freemax Autopod50 Pod Starter Kit 2000mAh - Blue,https://www.cigabuy.com/authentic-freemax-autopod50-pod-starter-kit-2000mah-blue-p-19051.html,$19.15,$37.91 
Authentic Geekvape Zeus Nano Tank - Blue,https://www.cigabuy.com/authentic-geekvape-zeus-nano-tank-blue-p-19998.html,$15.16,$27.07 
5 x Authentic Wotofo D15 Single Clapton Mesh Coil 0.2ohm,https://www.cigabuy.com/5-x-authentic-wotofo-d15-single-clapton-mesh-coil-02ohm-p-20139.html,$10.35,$20.65 
Xiaomi Cervical Massager Back Neck Massager Far Infrared Heating Health Care,https://www.cigabuy.com/xiaomi-cervical-massager-back-neck-massager-far-infrared-heating-health-care-p-19626.html,$47.36,$114.23 
Authentic Wotofo MANIK Pod Mod Kit - Nano Chrome,https://www.cigabuy.com/authentic-wotofo-manik-pod-mod-kit-nano-chrome-p-20137.html,$21.22,$41.35 
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Gunmetal Grey,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-gunmetal-grey-p-20088.html,$48.20,$75.81 
Authentic Uwell Whirl II 3.5ml Sub-Ohm Tank - Black&Red,https://www.cigabuy.com/authentic-uwell-whirl-ii-35ml-sub-ohm-tank-blackred-p-20059.html,$17.33,$30.32 
1 x Authentic OFRF NEXMINI Empty Pod Cartridge,https://www.cigabuy.com/1-x-authentic-ofrf-nexmini-empty-pod-cartridge-p-20304.html,$2.24,$4.01 
Teclast P10HD 4G Tablets 10.1inch Android 9.0 1920x1200 Octa Core 3GB +32GB,https://www.cigabuy.com/teclast-p10hd-4g-tablets-101inch-android-90-1920x1200-octa-core-3gb-32gb-p-19452.html,$124.18,$244.20 
Yangmaile Gaming Keyboard Mechanical Feel G700 LED Rainbow Color Backlight Gamin,https://www.cigabuy.com/yangmaile-gaming-keyboard-mechanical-feel-g700-led-rainbow-color-backlight-gamin-p-19613.html,$7.99,$51.95 
5 x Authentic Wotofo D11 Single Net Mesh Coil 0.2ohm,https://www.cigabuy.com/5-x-authentic-wotofo-d11-single-net-mesh-coil-02ohm-p-20142.html,$8.28,$20.65 
Authentic Uwell Whirl II Kit - Blue,https://www.cigabuy.com/authentic-uwell-whirl-ii-kit-blue-p-20277.html,$40.96,$70.79 
Authentic Vandyvape Pulse V2 Refill Bottle 7ml - Black,https://www.cigabuy.com/authentic-vandyvape-pulse-v2-refill-bottle-7ml-black-p-20241.html,$6.61,$8.63 
Transparent Anti Droplet Dust-proof Medical Face Shield Face Cover Mask,https://www.cigabuy.com/transparent-anti-droplet-dust-proof-medical-face-shield-face-cover-mask-p-17899.html,$0.96,$2.43 
Men Wallets Retro Frosted PU Wallet Two Folding Male Purse Credit Card Holder,https://www.cigabuy.com/men-wallets-retro-frosted-pu-wallet-two-folding-male-purse-credit-card-holder-p-19637.html,$3.05,$9.84 
1 x Authentic Wotofo H17 Rebuildable Deck Coil - SS,https://www.cigabuy.com/1-x-authentic-wotofo-h17-rebuildable-deck-coil-ss-p-19878.html,$7.04,$16.25 
Authentic Smoant Pasito II Pod Kit - Indigo,https://www.cigabuy.com/authentic-smoant-pasito-ii-pod-kit-indigo-p-19671.html,$21.55,$27.88 
Authentic Oumier Wasp Nano S Dual-Coil BF RDA 25mm - Black,https://www.cigabuy.com/authentic-oumier-wasp-nano-s-dual-coil-bf-rda-25mm-black-p-20097.html,$17.20,$20.83 
Authentic Geekvape Mero AIO Kit - Rainbow,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-rainbow-p-20201.html,$17.08,$25.77 
2M1080P Type-C to HDMI Cable USB Lightning Port Adapter Converter,https://www.cigabuy.com/2m1080p-type-to-hdmi-cable-usb-lightning-port-adapter-converter-p-19528.html,$12.46,$21.39 
Authentic Steam Crave Aromamizer Supreme V3 RDTA basic kit 7ml 25ml - Gunmetal,https://www.cigabuy.com/authentic-steam-crave-aromamizer-supreme-v3-rdta-basic-kit-7ml-25ml-gunmetal-p-19985.html,$36.83,$57.40 
1 x Authentic Wotofo MANIK Empty Pod Cartridge,https://www.cigabuy.com/1-x-authentic-wotofo-manik-empty-pod-cartridge-p-20143.html,$2.59,$5.12 
USB Quick Charge 4 Port Fast Front Back Rear Seat Cars Charging Adapter,https://www.cigabuy.com/usb-quick-charge-4-port-fast-front-back-rear-seat-cars-charging-adapter-p-19476.html,$6.93,$13.59 
Authentic Wotofo MANIK Pod Mod Kit - Nano Black,https://www.cigabuy.com/authentic-wotofo-manik-pod-mod-kit-nano-black-p-20136.html,$21.22,$41.35 
Electric Hand Wood Trimmer 6.35mm Laminator Router Woodworking Tool Set,https://www.cigabuy.com/electric-hand-wood-trimmer-635mm-laminator-router-woodworking-tool-set-p-19614.html,$16.72,$102.22 
Authentic Geekvape Wenax Stylus Pod Starter Kit - Space Gray,https://www.cigabuy.com/authentic-geekvape-wenax-stylus-pod-starter-kit-space-gray-p-19299.html,$15.15,$23.82 
Xiaomi Mijia 10inch LCD Blackboard Writing Tablet with Pen Digital Drawing Pad,https://www.cigabuy.com/xiaomi-mijia-10inch-lcd-blackboard-writing-tablet-with-pen-digital-drawing-pad-p-18917.html,$10.96,$27.37 
Authentic Geekvape Zeus Sub-ohm Tank Atomizer 5ml - Gunmetal,https://www.cigabuy.com/authentic-geekvape-zeus-sub-ohm-tank-atomizer-5ml-gunmetal-p-15777.html,$20.65,$32.78 
Authentic Lost vape Thelema 80W Pod Kit 4ml - Black / Grain Leather,https://www.cigabuy.com/authentic-lost-vape-thelema-80w-pod-kit-4ml-black-grain-leather-p-20007.html,$30.33,$54.16 
Authentic Eleaf Pico COMPAQ 60W POD Kit - Carbon Silver,https://www.cigabuy.com/authentic-eleaf-pico-compaq-60w-pod-kit-carbon-silver-p-19942.html,$20.75,$31.00 
5 x Authentic Wotofo D13 A1 nexMESH Coil 0.2ohm,https://www.cigabuy.com/5-x-authentic-wotofo-d13-a1-nexmesh-coil-02ohm-p-20141.html,$8.28,$20.65 
Authentic Dovpo Topside Dual 200W Squonker Box Mod - Black,https://www.cigabuy.com/authentic-dovpo-topside-dual-200w-squonker-box-mod-black-p-14040.html,$72.42,$94.37 
LED Mosquito Killer Lamp LED Electronic Bug Zapper Energy,https://www.cigabuy.com/led-mosquito-killer-lamp-led-electronic-bug-zapper-energy-p-19629.html,$6.08,$21.39 
Authentic Wotofo MANIK Pod Mod Kit - Prism Gunmetal,https://www.cigabuy.com/authentic-wotofo-manik-pod-mod-kit-prism-gunmetal-p-20138.html,$21.22,$41.35 
Authentic Uwell Whirl II 3.5ml Sub-Ohm Tank - Blue,https://www.cigabuy.com/authentic-uwell-whirl-ii-35ml-sub-ohm-tank-blue-p-20060.html,$17.33,$30.32 
Authentic Wotofo nexMESH PRO TANK - Blue,https://www.cigabuy.com/authentic-wotofo-nexmesh-pro-tank-blue-p-19857.html,$21.12,$37.91 
Authentic Geekvape Aegis Hero Pod Mod Kit - Blue,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-blue-p-19992.html,$23.83,$41.15 
Sling Bag Polyhedron Chest Bag Waterproof Shoulder Bag Sports Chest Pack,https://www.cigabuy.com/sling-bag-polyhedron-chest-bag-waterproof-shoulder-bag-sports-chest-pack-p-19471.html,$6.29,$21.39 
5 x Authentic Lost vape Ultra Boost M1 Coil 0.3ohm,https://www.cigabuy.com/5-x-authentic-lost-vape-ultra-boost-m1-coil-03ohm-p-20011.html,$13.00,$16.24 
WIFI 1080P Wireless CCTV Camera Surveillance Night Vision Baby Monitor,https://www.cigabuy.com/wifi-1080p-wireless-cctv-camera-surveillance-night-vision-baby-monitor-p-19580.html,$17.36,$55.90 
Authentic Vandyvape Requiem RDA - Gold,https://www.cigabuy.com/authentic-vandyvape-requiem-rda-gold-p-20051.html,$22.75,$35.73 
Authentic SMOK Novo X Pod System Kit  - Black Stabilizing Wood,https://www.cigabuy.com/authentic-smok-novo-x-pod-system-kit-black-stabilizing-wood-p-19498.html,$12.77,$23.83 
Authentic Steam Crave Aromamizer Ragnar RDTA Advanced Gunmetal,https://www.cigabuy.com/authentic-steam-crave-aromamizer-ragnar-rdta-advanced-gunmetal-p-19144.html,$57.40,$89.90 
Authentic Wotofo nexMESH PRO TANK - Rainbow,https://www.cigabuy.com/authentic-wotofo-nexmesh-pro-tank-rainbow-p-19860.html,$21.12,$37.91 
115 in 1 Screwdriver Set Multifunctional PC Phone Electronic Device Repair Tools,https://www.cigabuy.com/115-in-1-screwdriver-set-multifunctional-pc-phone-electronic-device-repair-tools-p-18925.html,$7.42,$24.20 
Bluetooth 5.0 NFC Receiver Stereo Audio Music Support USB Disk TF Card,https://www.cigabuy.com/bluetooth-50-nfc-receiver-stereo-audio-music-support-usb-disk-tf-card-p-19586.html,$6.82,$20.07 
Authentic Wismec R80 510 Adapter,https://www.cigabuy.com/authentic-wismec-r80-510-adapter-p-19881.html,$0.16,$2.41 
Authentic Eleaf Pico COMPAQ 60W POD Kit - Carbon Black,https://www.cigabuy.com/authentic-eleaf-pico-compaq-60w-pod-kit-carbon-black-p-19941.html,$20.75,$31.00 
Food Grade Silicone Cupcake Baking Mold Mould Non Stick Muffin Cup Baking Cup,https://www.cigabuy.com/food-grade-silicone-cupcake-baking-mold-mould-non-stick-muffin-cup-baking-cup-p-17054.html,$0.33,$3.49 
BT01 Smart Watch Body IP68 Waterproof Heart Rate Fitness Tracker,https://www.cigabuy.com/bt01-smart-watch-body-ip68-waterproof-heart-rate-fitness-tracker-p-19466.html,$18.84,$23.14 
USB Wired Gaming Computer game Adjustable Optical Mice Gaming Mouse Ergonomic,https://www.cigabuy.com/usb-wired-gaming-computer-game-adjustable-optical-mice-gaming-mouse-ergonomic-p-19462.html,$4.97,$16.72 
Authentic Wotofo nexMESH PRO TANK - Gold,https://www.cigabuy.com/authentic-wotofo-nexmesh-pro-tank-gold-p-19855.html,$21.12,$37.91 
Wild Man Hard Case Bike Bag Bike Front Beam Bag Tube Waterproof Phone Bag,https://www.cigabuy.com/wild-man-hard-case-bike-bag-bike-front-beam-bag-tube-waterproof-phone-bag-p-19598.html,$7.14,$21.39 
Authentic Geekvape Aegis Hero Pod Mod Kit - Rainbow,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-rainbow-p-19996.html,$23.83,$41.15 
Waterproof Nylon Men Waist Pack Chest Bag Male Shoulder Messenger Bags,https://www.cigabuy.com/waterproof-nylon-men-waist-pack-chest-bag-male-shoulder-messenger-bags-p-19543.html,$6.08,$21.55 
PU Men's Business Messenger Bag Zipper Hasp Design Open Handbags,https://www.cigabuy.com/pu-mens-business-messenger-bag-zipper-hasp-design-open-handbags-p-19616.html,$9.06,$53.74 
30L Car Organizer Storage Box Folding Storage Container Travel Sundry Trunk Box,https://www.cigabuy.com/30l-car-organizer-storage-box-folding-storage-container-travel-sundry-trunk-box-p-19627.html,$4.59,$63.58 
Wireless Bluetooth Earphone F9 Sports Earphone Gaming Headset LED Power Display,https://www.cigabuy.com/wireless-bluetooth-earphone-f9-sports-earphone-gaming-headset-led-power-display-p-19578.html,$9.91,$21.39 
Authentic DOVPO Odin 200 200W TC Box Mod - Black,https://www.cigabuy.com/authentic-dovpo-odin-200-200w-tc-box-mod-black-p-18683.html,$51.34,$65.11 
New Designer Leather Belt Men Vintage Pin Buckle Belt Soft Belt 120cm,https://www.cigabuy.com/new-designer-leather-belt-men-vintage-pin-buckle-belt-soft-belt-120cm-p-19585.html,$6.50,$21.39 
Tigernu No Key Anti theft TSA Lock Backpacks 15.6inch USB Charging Mochila 18L,https://www.cigabuy.com/tigernu-no-key-anti-theft-tsa-lock-backpacks-156inch-usb-charging-mochila-18l-p-19455.html,$15.23,$73.25 
LS Mini WiFi FPV with 0.3MP/5.0/4KMP HD Camera Altitude Hold Mode Foldable Drone,https://www.cigabuy.com/ls-mini-wifi-fpv-with-03mp504kmp-hd-camera-altitude-hold-mode-foldable-drone-p-18910.html,$26.98,$48.72 
TWS F9 Bluetooth Earphone Touch Wireless Headphones 8D Stereo Sports Earbuds,https://www.cigabuy.com/tws-f9-bluetooth-earphone-touch-wireless-headphones-8d-stereo-sports-earbuds-p-19025.html,$9.50,$24.27 
8 in1 Digital LCD Car Tire Gauge Portable Car Tire Relief Valve Compass,https://www.cigabuy.com/8-in1-digital-lcd-car-tire-gauge-portable-car-tire-relief-valve-compass-p-19642.html,$8.42,$21.23 
5 x Authentic Lost vape Ultra Boost M2 Coil 0.6ohm,https://www.cigabuy.com/5-x-authentic-lost-vape-ultra-boost-m2-coil-06ohm-p-20012.html,$13.00,$16.24 
TWS Wireless Bluetooth 5.0 LED Display Mini Headphones Sports Earphones,https://www.cigabuy.com/tws-wireless-bluetooth-50-led-display-mini-headphones-sports-earphones-p-19639.html,$12.25,$21.39 
Authentic Wotofo Profile Unity RTA 3.5/5ml 25MM - Black,https://www.cigabuy.com/authentic-wotofo-profile-unity-rta-355ml-25mm-black-p-14166.html,$23.62,$42.26 
Alarm Clock Intelligent Switch with Voice-controlled Night Light Clock,https://www.cigabuy.com/alarm-clock-intelligent-switch-with-voice-controlled-night-light-clock-p-19609.html,$11.61,$44.22 
EDUP USB Wifi Adapter Band Wirelss Network Card Antenna USB WiFi Dongle,https://www.cigabuy.com/edup-usb-wifi-adapter-band-wirelss-network-card-antenna-usb-wifi-dongle-p-19591.html,$14.16,$21.55 
All-Metal Automobile Safety Hammer Fire Emergency Escape Hammer Breaking Machine,https://www.cigabuy.com/all-metal-automobile-safety-hammer-fire-emergency-escape-hammer-breaking-machine-p-19592.html,$5.65,$21.39 
Bone Conduction Bluetooth Earphones 5.0 Wireless Bluetooth Earphone,https://www.cigabuy.com/bone-conduction-bluetooth-earphones-50-wireless-bluetooth-earphone-p-19640.html,$12.03,$21.39 
Bicycle Front Tube Pack Waterproof Electric Eva Hard Shell Balance Car Front Bag,https://www.cigabuy.com/bicycle-front-tube-pack-waterproof-electric-eva-hard-shell-balance-car-front-bag-p-19599.html,$9.06,$21.39 
Authentic Joyetech TRALUS 20W Pod Kit - Gray,https://www.cigabuy.com/authentic-joyetech-tralus-20w-pod-kit-gray-p-19934.html,$12.77,$22.75 
BD03 Bluetooth Speakers Portable Wireless Loudspeaker Sound Stereo,https://www.cigabuy.com/bd03-bluetooth-speakers-portable-wireless-loudspeaker-sound-stereo-p-19579.html,$10.55,$51.36 
Authentic Lost Vape Gemini Hybrid Pod Mod Kit  - Black Carbon Fiber,https://www.cigabuy.com/authentic-lost-vape-gemini-hybrid-pod-mod-kit-black-carbon-fiber-p-19914.html,$27.08,$63.91 
Men Handbags Large Capacity Casual Street Trend Single Shoulder Bag,https://www.cigabuy.com/men-handbags-large-capacity-casual-street-trend-single-shoulder-bag-p-19617.html,$12.46,$83.15 
HOCO B12 Wholesale Multi-function Type-C to 4 in 1 USB 3.0 OTG Adapter,https://www.cigabuy.com/hoco-b12-wholesale-multi-function-type-to-4-in-1-usb-30-otg-adapter-p-19636.html,$15.44,$21.55 
Xiaomi ENCHEN Sharp3S Men's Electric Hair Clipper USB Rechargeable Hair Trimmer,https://www.cigabuy.com/xiaomi-enchen-sharp3s-mens-electric-hair-clipper-usb-rechargeable-hair-trimmer-p-18990.html,$14.19,$29.54 
Automatic Stirring Mug Mixing Porcelain Mug Thermal Insulated Smart Cup,https://www.cigabuy.com/automatic-stirring-mug-mixing-porcelain-mug-thermal-insulated-smart-cup-p-19610.html,$19.70,$59.85 
Charging Car TPMS Tire Pressure Monitoring System HD Digital LCD Display,https://www.cigabuy.com/charging-car-tpms-tire-pressure-monitoring-system-hd-digital-lcd-display-p-19454.html,$54.60,$130.16 
Giant Headset Speaker Bluetooth Earphone Mode Wireless Portable Speaker,https://www.cigabuy.com/giant-headset-speaker-bluetooth-earphone-mode-wireless-portable-speaker-p-18936.html,$5.23,$20.09 
Baellerry Mens Wallets Long Zipper Leisure Hand Package Soft Texture Purse,https://www.cigabuy.com/baellerry-mens-wallets-long-zipper-leisure-hand-package-soft-texture-purse-p-19601.html,$3.84,$17.03 
Xiaomi MiJia PULIN Sonic Vibration Electric Shoes Brush IPX7 Waterproof,https://www.cigabuy.com/xiaomi-mijia-pulin-sonic-vibration-electric-shoes-brush-ipx7-waterproof-p-19600.html,$17.78,$44.76 
TWS Bluetooth 5.0 Earphone True Wireless Earphones In-Ear Stereo Earbuds,https://www.cigabuy.com/tws-bluetooth-50-earphone-true-wireless-earphones-in-ear-stereo-earbuds-p-19473.html,$15.84,$45.88 
10 x Vandy Vape Ni80 Triple Fused Clapton Coil 28ga*3+38ga 0.41ohm,https://www.cigabuy.com/10-x-vandy-vape-ni80-triple-fused-clapton-coil-28ga338ga-041ohm-p-16390.html,$2.39,$5.08 
Authentic Freemax Autopod50 Pod Starter Kit 2000mAh - Gunmetal,https://www.cigabuy.com/authentic-freemax-autopod50-pod-starter-kit-2000mah-gunmetal-p-19050.html,$19.15,$37.91 
Xiaomi Power bank 3 30000mAh PB3018ZM 3 USB Type C 18W Fast Charging,https://www.cigabuy.com/xiaomi-power-bank-3-30000mah-pb3018zm-3-usb-type-18w-fast-charging-p-19533.html,$34.81,$96.72 
2GB USB 2.0 Flash Drive USB Memory Card U Disk,https://www.cigabuy.com/2gb-usb-20-flash-drive-usb-memory-card-u-disk-p-8156.html,$1.61,$3.52 
TWS Bluetooth Earphone with Fingerprint Touch Led Display Headset Earbuds,https://www.cigabuy.com/tws-bluetooth-earphone-with-fingerprint-touch-led-display-headset-earbuds-p-19602.html,$11.82,$21.55 
Camera Finder Vibration Alarm Mini Compass Shock Sensor Anti - Spy Detector,https://www.cigabuy.com/camera-finder-vibration-alarm-mini-compass-shock-sensor-anti-spy-detector-p-19641.html,$21.61,$47.47 
Retro Bluetooth speaker Powerful portable speakers Mini Wireless Speaker Stereo,https://www.cigabuy.com/retro-bluetooth-speaker-powerful-portable-speakers-mini-wireless-speaker-stereo-p-19417.html,$7.06,$23.41 
5 x Authentic SMOK nexMESH DC MTL Coil 0.4ohm (A1),https://www.cigabuy.com/5-x-authentic-smok-nexmesh-dc-mtl-coil-04ohm-a1-p-18796.html,$2.39,$12.74 
Digital Desk Clock with Calendar & Alarm & Day & Temperature,https://www.cigabuy.com/digital-desk-clock-with-calendar-alarm-day-temperature-p-19753.html,$2.93,$10.37 
Mouse Colorful Backlit Keyboard Wired USB Ergonomic Keyboards and Mouse,https://www.cigabuy.com/mouse-colorful-backlit-keyboard-wired-usb-ergonomic-keyboards-and-mouse-p-18841.html,$5.05,$10.10 
WLISTH S959 Men's Business Quartz Steel Band Sports Waterproof Watch,https://www.cigabuy.com/wlisth-s959-mens-business-quartz-steel-band-sports-waterproof-watch-p-18665.html,$11.61,$11.61 
Cartoon Mini Children Camera Front And Rear Double Digital Small SLR Camera,https://www.cigabuy.com/cartoon-mini-children-camera-front-and-rear-double-digital-small-slr-camera-p-19606.html,$16.72,$49.29 
Authentic Wismec R40 40W POD Kit - Ruby,https://www.cigabuy.com/authentic-wismec-r40-40w-pod-kit-ruby-p-19104.html,$20.18,$32.16 
Bluetooth 5.0 Headset TWS Wireless Waterproof Sports Single Ear Earphone,https://www.cigabuy.com/bluetooth-50-headset-tws-wireless-waterproof-sports-single-ear-earphone-p-18664.html,$8.18,$8.21 
W16 TWS In-ear Bluetooth Earphone Digital Display Touch Wireless Earbuds,https://www.cigabuy.com/w16-tws-in-ear-bluetooth-earphone-digital-display-touch-wireless-earbuds-p-19482.html,$11.25,$20.43 
KINSACH L2 Strong Light Torches Brightness 2000 Lumens Charging Flashlight,https://www.cigabuy.com/kinsach-l2-strong-light-torches-brightness-2000-lumens-charging-flashlight-p-18831.html,$7.91,$15.83 
Waterproof Bluetooth V3.0 Shower Hands-free Mic Suction Speaker,https://www.cigabuy.com/waterproof-bluetooth-v30-shower-hands-free-mic-suction-speaker-p-10830.html,$2.62,$2.78 
Electric Screwdriver precision Charging electric Drill bit Power Tools,https://www.cigabuy.com/electric-screwdriver-precision-charging-electric-drill-bit-power-tools-p-19005.html,$12.55,$69.32 
IP67 P8 Smart Watch Wristband Men Women Monitor Smartwatch Tracker For Phone,https://www.cigabuy.com/ip67-p8-smart-watch-wristband-men-women-monitor-smartwatch-tracker-for-phone-p-18585.html,$16.72,$16.72 
Semiconductor Radiator Cooling Fan Bracket DL02 Refrigeration Radiator,https://www.cigabuy.com/semiconductor-radiator-cooling-fan-bracket-dl02-refrigeration-radiator-p-19478.html,$11.82,$21.39 
Electric Rivet Nut Gun Riveting Tool Cordless Riveting Drill Insert Nut Tool,https://www.cigabuy.com/electric-rivet-nut-gun-riveting-tool-cordless-riveting-drill-insert-nut-tool-p-19524.html,$7.14,$21.58 
Genuine Leather Man Messenger Bags Vintage Cow Leather Small Shoulder Bag,https://www.cigabuy.com/genuine-leather-man-messenger-bags-vintage-cow-leather-small-shoulder-bag-p-19539.html,$13.10,$47.92 
QCY T1 PRO TWS Dual Bluetooth Earphones IPX4 Waterproof Headphones,https://www.cigabuy.com/qcy-t1-pro-tws-dual-bluetooth-earphones-ipx4-waterproof-headphones-p-13806.html,$20.76,$33.74 
Wireless Headphones Bluetooth 5.0 Foldable Stereo Adjustable Earphones,https://www.cigabuy.com/wireless-headphones-bluetooth-50-foldable-stereo-adjustable-earphones-p-19325.html,$8.56,$23.28 
160cm Boxing Punching Bag Inflatable Tumbler Back Sandbag with Air Pump,https://www.cigabuy.com/160cm-boxing-punching-bag-inflatable-tumbler-back-sandbag-with-air-pump-p-19545.html,$8.84,$74.71 
Trail Hunting Camera Surveillance Version Wildlife Scouting Cameras,https://www.cigabuy.com/trail-hunting-camera-surveillance-version-wildlife-scouting-cameras-p-19029.html,$22.50,$46.03 
Gravity on-Board Bracket Dashboard Alloy Mobile Phone Navigation Bracket,https://www.cigabuy.com/gravity-on-board-bracket-dashboard-alloy-mobile-phone-navigation-bracket-p-19544.html,$4.37,$13.11 
Kingsons Style Men's Business Backpack Derm Backpack Men's Computer Bag,https://www.cigabuy.com/kingsons-style-mens-business-backpack-derm-backpack-mens-computer-bag-p-19415.html,$21.61,$69.41 
W15 TWS Wireless Headphones Bluetooth 5.0 For Waterproof Earbuds,https://www.cigabuy.com/w15-tws-wireless-headphones-bluetooth-50-for-waterproof-earbuds-p-19536.html,$11.13,$21.39 
WinAPEX ET8138/8136 Touch Screen Multimeter Digital Automatic NCV Tester,https://www.cigabuy.com/winapex-et81388136-touch-screen-multimeter-digital-automatic-ncv-tester-p-19419.html,$31.61,$71.86 
Authentic Wotofo Profile Unity RTA 3.5/5ml 25MM - Gunmetal,https://www.cigabuy.com/authentic-wotofo-profile-unity-rta-355ml-25mm-gunmetal-p-14165.html,$19.15,$42.26 
ZORO PAUL USB Charging 15 inch Laptop Backpack Men,https://www.cigabuy.com/zoro-paul-usb-charging-15-inch-laptop-backpack-men-p-19526.html,$12.89,$53.49 
Multifunction Crossbody Bag for Men Anti-theft Shoulder Messenger Chest Bag,https://www.cigabuy.com/multifunction-crossbody-bag-for-men-anti-theft-shoulder-messenger-chest-bag-p-19045.html,$10.48,$49.43 
Mini Portable Home Air Conditioning Humidifier Purifier USB Air Cooler Fan,https://www.cigabuy.com/mini-portable-home-air-conditioning-humidifier-purifier-usb-air-cooler-fan-p-19418.html,$13.31,$50.41 
QC3.0 Car charger Car Kit Handsfree Wireless Bluetooth FM Transmitter MP3 Player,https://www.cigabuy.com/qc30-car-charger-car-kit-handsfree-wireless-bluetooth-fm-transmitter-mp3-player-p-19546.html,$6.29,$18.06 
Authentic Freemax Maxus 200W  Kit - Blue - Yellow,https://www.cigabuy.com/authentic-freemax-maxus-200w-kit-blue-yellow-p-19159.html,$55.23,$81.23 
Authentic Vaporesso Swag II 80W Box Mod - Silver,https://www.cigabuy.com/authentic-vaporesso-swag-ii-80w-box-mod-silver-p-16515.html,$23.94,$28.17 
Xiaomi mijia Yeelight Folding USB Rechargeable LED Table Desk Lamp Dimmable,https://www.cigabuy.com/xiaomi-mijia-yeelight-folding-usb-rechargeable-led-table-desk-lamp-dimmable-p-18916.html,$14.30,$35.83 
Ball Bluetooth Speaker Wireless Mini Speaker Subwoofer FM Multicolored Ball,https://www.cigabuy.com/ball-bluetooth-speaker-wireless-mini-speaker-subwoofer-fm-multicolored-ball-p-19416.html,$11.40,$30.12 
